operation,CNOT count,1-qubit Clifford count,T count,R count,M count,Full depth,Full width,max width,initial width,extra width,comment,size
SimonResourceWrappers.FullPrinceAttackEstimate,45859,7684,16128,0,128,3381,139,139,0,139,,64
